ID,CATEGORY
1244,laptop
1245,hat
1246,bulldozer
1247,harp
1248,hat
1249,keyboard
1250,hand
1251,hat
1252,harp
1253,skyscraper
1254,skyscraper
1255,eyeglasses
1256,violin
1257,eyeglasses
1258,hat
1259,penguin
1260,trombone
1261,eyeglasses
1262,eyeglasses
1263,nose
1264,laptop
1265,eyeglasses
1266,trombone
1267,pig
1268,hand
1269,keyboard
1270,harp
1271,harp
1272,hand
1273,hat
1274,skyscraper
1275,nose
1276,eyeglasses
1277,bulldozer
1278,hand
1279,bulldozer
1280,nose
1281,keyboard
1282,penguin
1283,skyscraper
1284,skyscraper
1285,keyboard
1286,pig
1287,bulldozer
1288,harp
1289,harp
1290,laptop
1291,laptop
1292,bulldozer
1293,laptop
1294,harp
1295,hand
1296,keyboard
1297,nose
1298,pig
1299,hand
1300,keyboard
1301,harp
1302,trombone
1303,laptop
1304,trombone
1305,harp
1306,bulldozer
1307,nose
1308,pig
1309,penguin
1310,hat
1311,hand
1312,penguin
1313,eyeglasses
1314,harp
1315,laptop
1316,laptop
1317,hat
1318,hat
1319,eyeglasses
1320,hand
1321,harp
1322,laptop
1323,bulldozer
1324,laptop
1325,laptop
1326,harp
1327,bulldozer
1328,skyscraper
1329,laptop
1330,nose
1331,harp
1332,eyeglasses
1333,eyeglasses
1334,eyeglasses
1335,laptop
1336,keyboard
1337,skyscraper
1338,harp
1339,laptop
1340,keyboard
1341,nose
1342,hat
1343,trombone
1344,skyscraper
1345,eyeglasses
1346,skyscraper
1347,hat
1348,eyeglasses
1349,hat
1350,skyscraper
1351,banana
1352,penguin
1353,keyboard
1354,skyscraper
1355,hat
1356,hand
1357,bulldozer
1358,nose
1359,keyboard
1360,harp
1361,nose
1362,bulldozer
1363,skyscraper
1364,hat
1365,laptop
1366,bulldozer
1367,hat
1368,laptop
1369,hand
1370,bulldozer
1371,keyboard
1372,eyeglasses
1373,bulldozer
1374,bulldozer
1375,bulldozer
1376,nose
1377,skyscraper
1378,nose
1379,harp
1380,bulldozer
1381,laptop
1382,harp
1383,bulldozer
1384,keyboard
1385,bulldozer
1386,harp
1387,hat
1388,bulldozer
1389,bulldozer
1390,penguin
1391,keyboard
1392,eyeglasses
1393,bulldozer
1394,bulldozer
1395,trombone
1396,hat
1397,penguin
1398,hat
1399,penguin
1400,hand
1401,penguin
1402,violin
1403,harp
1404,eyeglasses
1405,laptop
1406,hand
1407,bulldozer
1408,laptop
1409,bulldozer
1410,penguin
1411,keyboard
1412,trombone
1413,bulldozer
1414,skyscraper
1415,bulldozer
1416,bulldozer
1417,hand
1418,bulldozer
1419,pig
1420,trombone
1421,nose
1422,laptop
1423,keyboard
1424,nose
1425,eyeglasses
1426,skyscraper
1427,eyeglasses
1428,harp
1429,pig
1430,penguin
1431,eyeglasses
1432,keyboard
1433,nose
1434,pig
1435,penguin
1436,eyeglasses
1437,eyeglasses
1438,hand
1439,bulldozer
1440,banana
1441,harp
1442,penguin
1443,skyscraper
1444,skyscraper
1445,hat
1446,keyboard
1447,keyboard
1448,penguin
1449,hat
1450,bulldozer
1451,keyboard
1452,nose
1453,nose
1454,hat
1455,laptop
1456,penguin
1457,bulldozer
1458,nose
1459,nose
1460,eyeglasses
1461,penguin
1462,bulldozer
1463,nose
1464,laptop
1465,eyeglasses
1466,nose
1467,eyeglasses
1468,violin
1469,bulldozer
1470,keyboard
1471,keyboard
1472,trombone
1473,hand
1474,banana
1475,nose
1476,hand
1477,hat
1478,trombone
1479,eyeglasses
1480,hand
1481,harp
1482,nose
1483,hand
1484,skyscraper
1485,bulldozer
1486,hand
1487,laptop
1488,hand
1489,skyscraper
1490,skyscraper
1491,violin
1492,eyeglasses
1493,pig
1494,hand
1495,hand
1496,trombone
1497,nose
1498,hand
1499,laptop
1500,skyscraper
1501,harp
1502,keyboard
1503,keyboard
1504,pig
1505,keyboard
1506,pig
1507,hand
1508,eyeglasses
1509,harp
1510,nose
1511,penguin
1512,laptop
1513,harp
1514,hand
1515,harp
1516,banana
1517,hand
1518,skyscraper
1519,trombone
1520,trombone
1521,laptop
1522,keyboard
1523,bulldozer
1524,keyboard
1525,bulldozer
1526,nose
1527,harp
1528,bulldozer
1529,nose
1530,eyeglasses
1531,trombone
1532,keyboard
1533,skyscraper
1534,hat
1535,bulldozer
1536,pig
1537,bulldozer
1538,laptop
1539,skyscraper
1540,hat
1541,skyscraper
1542,penguin
1543,skyscraper
1544,nose
1545,nose
1546,eyeglasses
1547,penguin
1548,pig
1549,keyboard
1550,nose
1551,trombone
1552,bulldozer
1553,hat
1554,bulldozer
1555,laptop
1556,nose
1557,penguin
1558,hat
1559,nose
1560,bulldozer
1561,bulldozer
1562,banana
1563,pig
1564,hat
1565,nose
1566,nose
1567,keyboard
1568,eyeglasses
1569,pig
1570,penguin
1571,eyeglasses
1572,keyboard
1573,nose
1574,bulldozer
1575,bulldozer
1576,hat
1577,skyscraper
1578,skyscraper
1579,keyboard
1580,eyeglasses
1581,hand
1582,bulldozer
1583,penguin
1584,violin
1585,hat
1586,hand
1587,penguin
1588,skyscraper
1589,keyboard
1590,harp
1591,trombone
1592,skyscraper
1593,skyscraper
1594,nose
1595,hat
1596,pig
1597,nose
1598,hand
1599,eyeglasses
1600,hat
1601,hat
1602,skyscraper
1603,eyeglasses
1604,nose
1605,eyeglasses
1606,violin
1607,harp
1608,penguin
1609,violin
1610,bulldozer
1611,harp
1612,skyscraper
1613,laptop
1614,trombone
1615,skyscraper
1616,eyeglasses
1617,harp
1618,hat
1619,bulldozer
1620,skyscraper
1621,violin
1622,hand
1623,bulldozer
1624,skyscraper
1625,bulldozer
1626,laptop
1627,pig
1628,eyeglasses
1629,nose
1630,harp
1631,harp
1632,hat
1633,hand
1634,skyscraper
1635,laptop
1636,keyboard
1637,harp
1638,keyboard
1639,pig
1640,pig
1641,keyboard
1642,bulldozer
1643,nose
1644,pig
1645,bulldozer
1646,pig
1647,pig
1648,trombone
1649,hat
1650,penguin
1651,harp
1652,hat
1653,pig
1654,nose
1655,penguin
1656,pig
1657,skyscraper
1658,pig
1659,eyeglasses
1660,bulldozer
1661,hat
1662,bulldozer
1663,laptop
1664,keyboard
1665,hand
1666,bulldozer
1667,banana
1668,trombone
1669,harp
1670,skyscraper
1671,eyeglasses
1672,skyscraper
1673,keyboard
1674,keyboard
1675,banana
1676,trombone
1677,skyscraper
1678,penguin
1679,penguin
1680,eyeglasses
1681,hat
1682,nose
1683,eyeglasses
1684,eyeglasses
1685,penguin
1686,harp
1687,penguin
1688,penguin
1689,laptop
1690,eyeglasses
1691,penguin
1692,nose
1693,penguin
1694,laptop
1695,hat
1696,penguin
1697,bulldozer
1698,skyscraper
1699,hand
1700,nose
1701,trombone
1702,penguin
1703,penguin
1704,harp
1705,hand
1706,hand
1707,penguin
1708,laptop
1709,pig
1710,nose
1711,hat
1712,penguin
1713,penguin
1714,hat
1715,hat
1716,skyscraper
1717,harp
1718,hand
1719,eyeglasses
1720,laptop
1721,penguin
1722,nose
1723,harp
1724,harp
1725,bulldozer
1726,penguin
1727,laptop
1728,penguin
1729,hat
1730,harp
1731,eyeglasses
1732,nose
1733,nose
1734,nose
1735,eyeglasses
1736,nose
1737,harp
1738,hat
1739,laptop
1740,pig
1741,nose
1742,hand
1743,skyscraper
1744,penguin
1745,trombone
1746,keyboard
1747,hat
1748,bulldozer
1749,trombone
1750,hand
1751,hat
1752,violin
1753,penguin
1754,harp
1755,eyeglasses
1756,skyscraper
1757,penguin
1758,pig
1759,laptop
1760,laptop
1761,laptop
1762,bulldozer
1763,penguin
1764,penguin
1765,keyboard
1766,violin
1767,hand
1768,bulldozer
1769,hat
1770,penguin
1771,nose
1772,trombone
1773,laptop
1774,keyboard
1775,hat
1776,laptop
1777,hand
1778,skyscraper
1779,hand
1780,eyeglasses
1781,skyscraper
1782,hand
1783,nose
1784,laptop
1785,skyscraper
1786,bulldozer
1787,harp
1788,penguin
1789,skyscraper
1790,laptop
1791,hat
1792,hat
1793,trombone
1794,hat
1795,violin
1796,nose
1797,hat
1798,eyeglasses
1799,violin
1800,hat
1801,eyeglasses
1802,pig
1803,laptop
1804,nose
1805,laptop
1806,harp
1807,hand
1808,hat
1809,skyscraper
1810,harp
1811,banana
1812,penguin
1813,trombone
1814,bulldozer
1815,bulldozer
1816,trombone
1817,nose
1818,hat
1819,keyboard
1820,bulldozer
1821,skyscraper
1822,nose
1823,hat
1824,laptop
1825,penguin
1826,eyeglasses
1827,bulldozer
1828,eyeglasses
1829,hand
1830,bulldozer
1831,skyscraper
1832,hand
1833,hat
1834,trombone
1835,skyscraper
1836,pig
1837,bulldozer
1838,keyboard
1839,nose
1840,eyeglasses
1841,penguin
1842,pig
1843,nose
1844,laptop
1845,skyscraper
1846,laptop
1847,harp
1848,violin
1849,skyscraper
1850,nose
1851,penguin
1852,penguin
1853,skyscraper
1854,eyeglasses
1855,laptop
1856,bulldozer
1857,hat
1858,laptop
1859,harp
1860,pig
1861,bulldozer
1862,nose
1863,penguin
1864,pig
1865,violin
1866,hand
1867,eyeglasses
1868,hand
1869,laptop
1870,laptop
1871,violin
1872,trombone
1873,harp
1874,harp
1875,bulldozer
1876,nose
1877,bulldozer
1878,trombone
1879,bulldozer
1880,nose
1881,harp
1882,violin
1883,keyboard
1884,harp
1885,laptop
1886,skyscraper
1887,hat
1888,pig
1889,nose
1890,hat
1891,laptop
1892,eyeglasses
1893,nose
1894,eyeglasses
1895,harp
1896,hand
1897,bulldozer
1898,hat
1899,hand
1900,bulldozer
1901,bulldozer
1902,harp
1903,laptop
1904,hand
1905,penguin
1906,trombone
1907,eyeglasses
1908,keyboard
1909,penguin
1910,skyscraper
1911,hand
1912,nose
1913,pig
1914,banana
1915,hat
1916,hat
1917,harp
1918,nose
1919,hand
1920,hand
1921,harp
1922,hat
1923,foot
1924,nose
1925,harp
1926,pig
1927,penguin
1928,skyscraper
1929,nose
1930,bulldozer
1931,hat
1932,nose
1933,nose
1934,laptop
1935,trombone
1936,bulldozer
1937,hand
1938,bulldozer
1939,hand
1940,harp
1941,hat
1942,violin
1943,hand
1944,penguin
1945,nose
1946,hand
1947,penguin
1948,hat
1949,skyscraper
1950,hand
1951,hat
1952,hand
1953,skyscraper
1954,hat
1955,harp
1956,skyscraper
1957,penguin
1958,harp
1959,hat
1960,skyscraper
1961,hat
1962,hand
1963,laptop
1964,violin
1965,laptop
1966,nose
1967,hand
1968,hat
1969,hand
1970,hand
1971,harp
1972,bulldozer
1973,bulldozer
1974,bulldozer
1975,eyeglasses
1976,bulldozer
1977,nose
1978,nose
1979,penguin
1980,harp
1981,keyboard
1982,bulldozer
1983,laptop
1984,bulldozer
1985,penguin
1986,eyeglasses
1987,skyscraper
1988,bulldozer
1989,harp
1990,skyscraper
1991,trombone
1992,nose
1993,pig
1994,harp
1995,nose
1996,harp
1997,hand
1998,bulldozer
1999,laptop
2000,keyboard
2001,laptop
2002,pig
2003,nose
2004,hand
2005,skyscraper
2006,eyeglasses
2007,keyboard
2008,skyscraper
2009,trombone
2010,trombone
2011,keyboard
2012,skyscraper
2013,laptop
2014,skyscraper
2015,laptop
2016,hat
2017,skyscraper
2018,hat
2019,nose
2020,pig
2021,bulldozer
2022,hat
2023,skyscraper
2024,laptop
2025,pig
2026,penguin
2027,bulldozer
2028,bulldozer
2029,harp
2030,harp
2031,keyboard
2032,pig
2033,skyscraper
2034,bulldozer
2035,banana
2036,hat
2037,trombone
2038,bulldozer
2039,skyscraper
2040,hat
2041,trombone
2042,nose
2043,violin
2044,skyscraper
2045,penguin
2046,penguin
2047,laptop
2048,penguin
2049,hat
2050,nose
2051,harp
2052,skyscraper
2053,hand
2054,keyboard
2055,nose
2056,nose
2057,bulldozer
2058,nose
2059,eyeglasses
2060,bulldozer
2061,trombone
2062,penguin
2063,harp
2064,hat
2065,hat
2066,skyscraper
2067,hat
2068,skyscraper
2069,hat
2070,violin
